User_ID,Age,Gender,Location,Subscription_Start_Date,Subscription_Type,Monthly_Payment,Payment_Method,Monthly_Hours_Watched,Favorite_Genre,Devices_Used,Average_Session_Length,Content_ID,Rating_Given,Churned,Date_of_Churn,Reason_for_Churn
220,58,Male,South,2019-05-23,Standard,14.99,PayPal,14.13217934,Documentary,PC,0.438025585,1052,4,0,,
221,69,Other,South,2019-09-18,Basic,9.99,Credit Card,38.75898888,Documentary,Mobile,0.113844292,1015,4,1,53:37.7,Personal reasons
222,66,Other,South,2020-12-28,Standard,14.99,Credit Card,27.72218211,Comedy,TV,0.441619408,1089,2,0,,
223,66,Male,North,2020-04-30,Basic,9.99,Credit Card,32.70710275,Sci-Fi,TV,0.018486975,1004,4,1,53:37.7,Price increase
224,69,Female,West,2021-11-05,Premium,19.99,Credit Card,2.94322382,Action,Mobile,1.973739725,1072,1,0,,
225,29,Female,West,2020-05-25,Basic,9.99,Credit Card,1.445380914,Action,Tablet,0.760692706,1045,1,1,53:37.7,Dissatisfied with content
226,56,Female,West,2020-05-17,Standard,14.99,PayPal,44.77432262,Comedy,Mobile,7.23458502,1013,3,0,,
227,19,Female,East,2021-08-04,Standard,14.99,PayPal,9.815044636,Comedy,Mobile,0.430641089,1043,5,0,,
228,20,Male,South,2020-03-26,Standard,14.99,PayPal,6.790167807,Sci-Fi,Mobile,0.848771674,1062,4,0,,
229,66,Other,Central,2020-03-30,Basic,9.99,PayPal,25.79760522,Documentary,Tablet,0.885839179,1093,5,0,,
230,54,Female,East,2024-01-02,Standard,14.99,Credit Card,36.20852386,Drama,TV,0.016974825,1051,5,0,,
231,66,Male,East,2023-04-08,Standard,14.99,Credit Card,39.68111775,Documentary,Tablet,3.655286765,1025,5,0,,
232,34,Female,North,2022-02-10,Standard,14.99,Credit Card,7.595863635,Action,Mobile,0.065034937,1052,5,0,,
233,66,Female,South,2021-12-08,Standard,14.99,Credit Card,38.23958223,Comedy,PC,5.632824926,1028,1,0,,
234,19,Male,South,2022-10-09,Standard,14.99,Direct Debit,0.835906536,Sci-Fi,Mobile,4.45262545,1018,4,0,,
235,19,Other,South,2023-06-17,Standard,14.99,Credit Card,1.018740662,Documentary,TV,1.533681808,1046,3,1,53:37.7,Personal reasons
236,45,Other,East,2020-06-21,Standard,14.99,Credit Card,19.53776432,Sci-Fi,Tablet,1.568751931,1007,5,0,,
237,40,Male,East,2021-10-20,Standard,14.99,Direct Debit,1.303710482,Documentary,Mobile,2.121349737,1022,3,0,,
238,54,Other,West,2019-08-30,Standard,14.99,Direct Debit,7.849274921,Action,Mobile,0.978943864,1034,1,0,,
239,49,Male,West,2019-10-29,Basic,9.99,PayPal,22.34098334,Drama,PC,2.083834237,1094,1,0,,
240,50,Male,Central,2020-05-04,Basic,9.99,Credit Card,8.22765856,Sci-Fi,Mobile,0.091602886,1052,2,0,,
241,18,Male,West,2020-12-26,Basic,9.99,Credit Card,3.959259728,Sci-Fi,PC,0.111126114,1098,5,0,,
242,36,Other,Central,2020-03-19,Basic,9.99,Credit Card,6.607633846,Drama,Mobile,1.222140789,1095,2,1,53:37.7,Personal reasons
243,19,Male,North,2022-01-25,Standard,14.99,Credit Card,12.23412129,Sci-Fi,Mobile,1.595337435,1057,3,1,53:37.7,Found better service
244,70,Female,North,2021-06-17,Standard,14.99,Credit Card,12.90184498,Sci-Fi,Tablet,4.375259041,1004,4,0,,
245,61,Other,North,2020-06-25,Basic,9.99,Credit Card,30.55717983,Documentary,TV,0.221104905,1015,2,0,,
246,43,Other,West,2019-11-01,Premium,19.99,Direct Debit,27.73814934,Documentary,TV,3.45923682,1016,1,0,,
247,49,Other,Central,2020-05-10,Basic,9.99,Credit Card,12.20620961,Drama,Mobile,0.471564512,1031,5,0,,
248,23,Other,South,2022-01-21,Standard,14.99,PayPal,37.37289871,Action,Mobile,1.002026673,1095,3,1,53:37.7,Price increase
249,49,Female,Central,2021-10-24,Standard,14.99,PayPal,2.4261203,Sci-Fi,Mobile,0.761357004,1051,1,0,,
250,21,Other,North,2020-07-07,Standard,14.99,Credit Card,5.896909375,Action,Tablet,1.022168891,1019,4,0,,
251,28,Other,Central,2020-08-08,Basic,9.99,PayPal,35.20247943,Drama,Tablet,0.326204077,1065,5,0,,
252,34,Male,South,2023-02-19,Standard,14.99,Credit Card,9.496112042,Drama,TV,1.400625884,1083,4,0,,
253,55,Other,North,2019-12-17,Standard,14.99,Credit Card,79.45835949,Documentary,TV,3.235369547,1081,4,0,,
254,41,Female,East,2024-02-22,Premium,19.99,PayPal,12.55667725,Sci-Fi,Mobile,1.165123117,1000,5,0,,
255,22,Female,South,2022-10-28,Standard,14.99,Credit Card,31.39815484,Comedy,Tablet,1.349096735,1057,5,0,,
256,69,Female,South,2019-06-07,Premium,19.99,Direct Debit,10.29356208,Drama,TV,3.77787491,1092,4,0,,
257,51,Female,South,2019-09-21,Basic,9.99,Credit Card,11.0660881,Sci-Fi,TV,2.4487464,1092,3,1,53:37.7,Personal reasons
258,23,Other,Central,2021-02-13,Standard,14.99,Credit Card,9.65393769,Action,Mobile,1.348471895,1082,5,0,,
259,39,Other,East,2020-05-14,Standard,14.99,Credit Card,25.39339516,Documentary,Mobile,0.595991885,1043,1,0,,
260,28,Female,South,2023-05-10,Standard,14.99,Credit Card,15.86014079,Action,Tablet,4.324372739,1005,2,1,53:37.7,Found better service
261,65,Female,West,2023-02-14,Basic,9.99,Credit Card,57.56898241,Drama,Mobile,1.720862664,1049,3,0,,
262,33,Other,West,2020-11-26,Standard,14.99,PayPal,5.777397326,Drama,Mobile,0.499867475,1071,5,0,,
263,50,Female,South,2020-01-02,Standard,14.99,Direct Debit,2.119719382,Action,Mobile,0.627011306,1087,5,0,,
264,26,Male,East,2023-08-19,Standard,14.99,Direct Debit,9.993147269,Drama,PC,3.250454714,1019,3,0,,
265,23,Female,North,2024-01-03,Standard,14.99,Credit Card,19.17940921,Sci-Fi,Mobile,0.090299278,1013,2,0,,
266,33,Female,North,2021-11-08,Premium,19.99,PayPal,39.43671788,Drama,Mobile,9.679808049,1004,4,1,53:37.7,Dissatisfied with content
267,46,Male,West,2023-09-05,Basic,9.99,PayPal,8.498980456,Documentary,Mobile,0.279332757,1040,1,0,,
268,20,Male,North,2022-11-12,Premium,19.99,PayPal,21.21400735,Sci-Fi,TV,3.179942501,1039,5,0,,
269,37,Other,East,2023-01-08,Premium,19.99,Credit Card,8.621772519,Comedy,TV,1.004311025,1033,2,1,53:37.7,Personal reasons
270,53,Other,West,2024-01-06,Premium,19.99,PayPal,19.20587556,Drama,Tablet,1.355398959,1079,1,0,,
271,36,Male,North,2024-01-03,Standard,14.99,Direct Debit,43.22309035,Drama,Tablet,4.251399529,1044,3,0,,
272,43,Male,East,2020-01-16,Standard,14.99,Credit Card,5.262589842,Documentary,TV,1.06515835,1070,5,0,,
273,20,Other,South,2023-11-19,Premium,19.99,Direct Debit,10.35840268,Documentary,Mobile,1.542190433,1079,4,1,53:37.7,Price increase
274,36,Female,Central,2024-01-04,Basic,9.99,Credit Card,100.0093327,Action,Mobile,0.101112737,1070,3,1,53:37.7,Price increase
275,37,Male,East,2021-06-13,Standard,14.99,Credit Card,40.58364393,Action,Mobile,0.004700467,1026,5,1,53:37.7,Found better service
276,49,Other,Central,2021-04-22,Standard,14.99,Credit Card,16.63163355,Action,Mobile,0.561544992,1077,2,1,53:37.7,Personal reasons
277,24,Female,East,2022-07-31,Standard,14.99,Credit Card,14.53935782,Documentary,Mobile,2.282516221,1077,1,0,,
278,69,Male,North,2019-08-10,Basic,9.99,Credit Card,6.698279731,Action,TV,0.258543569,1043,1,0,,
279,58,Female,West,2022-03-13,Standard,14.99,Direct Debit,14.56344634,Action,PC,0.24153939,1032,5,0,,
280,50,Other,Central,2023-10-19,Premium,19.99,Credit Card,37.70139078,Comedy,Tablet,1.058524436,1032,3,0,,
281,57,Male,West,2023-05-04,Basic,9.99,Direct Debit,23.11473608,Action,TV,2.087322504,1043,4,0,,
282,56,Female,Central,2022-03-02,Premium,19.99,Direct Debit,6.851046448,Drama,Mobile,2.490089606,1019,2,1,53:37.7,Dissatisfied with content
283,35,Male,Central,2024-02-20,Basic,9.99,Credit Card,4.499502579,Documentary,Mobile,0.393126599,1035,5,0,,
284,57,Female,South,2024-03-09,Standard,14.99,Direct Debit,6.163370877,Sci-Fi,Tablet,0.165868086,1006,2,1,53:37.7,Price increase
285,18,Other,South,2023-03-03,Basic,9.99,Direct Debit,3.720790029,Comedy,PC,5.64009988,1031,1,0,,
286,28,Other,West,2022-08-08,Basic,9.99,PayPal,2.010570748,Documentary,Mobile,0.604012031,1066,4,0,,
287,45,Male,East,2020-03-05,Premium,19.99,PayPal,10.86477858,Documentary,Tablet,3.839365202,1038,2,1,53:37.7,Found better service
288,42,Female,Central,2024-01-19,Standard,14.99,Direct Debit,2.404962529,Drama,PC,3.982736065,1092,5,0,,
289,67,Male,Central,2019-07-13,Standard,14.99,PayPal,3.772730471,Action,PC,2.9614087,1023,4,0,,
290,40,Male,South,2021-08-03,Basic,9.99,Credit Card,15.85160306,Drama,PC,0.369850543,1085,3,0,,
291,48,Female,South,2020-10-13,Standard,14.99,Direct Debit,3.59687515,Action,Mobile,3.449713906,1069,5,1,53:37.7,Dissatisfied with content
292,47,Female,West,2024-02-29,Standard,14.99,PayPal,1.320227143,Action,Mobile,2.932845658,1087,2,1,53:37.7,Dissatisfied with content
293,59,Female,South,2021-05-10,Standard,14.99,Credit Card,7.636598162,Documentary,Tablet,1.816263167,1086,4,0,,
294,52,Other,Central,2021-02-03,Standard,14.99,Credit Card,4.977410876,Action,Mobile,0.822570128,1053,5,0,,
295,24,Male,East,2020-03-16,Premium,19.99,PayPal,14.48471679,Comedy,TV,0.609001715,1037,4,0,,
296,33,Male,West,2023-07-07,Standard,14.99,Credit Card,2.159881488,Comedy,Tablet,0.259965022,1073,4,0,,
297,43,Other,North,2022-07-03,Standard,14.99,Direct Debit,27.86805433,Comedy,Mobile,1.425708458,1079,4,1,53:37.7,Dissatisfied with content
298,65,Female,West,2023-05-08,Basic,9.99,Credit Card,47.33895674,Documentary,PC,1.760211144,1074,2,0,,
299,69,Other,East,2022-02-06,Standard,14.99,Credit Card,27.20747826,Drama,Tablet,0.890509617,1031,5,0,,
300,66,Other,East,2020-07-04,Standard,14.99,Credit Card,15.22111441,Sci-Fi,Mobile,1.290082378,1044,1,1,53:37.7,Personal reasons
301,19,Other,North,2023-05-30,Standard,14.99,Credit Card,39.41788851,Action,TV,0.90358715,1060,1,1,53:37.7,Personal reasons
302,18,Male,West,2021-10-03,Basic,9.99,PayPal,23.74351862,Sci-Fi,TV,2.048899527,1069,2,1,53:37.7,Dissatisfied with content
303,65,Other,Central,2021-11-20,Premium,19.99,Direct Debit,0.212143604,Drama,PC,4.630514246,1087,2,1,53:37.7,Price increase
304,29,Male,South,2020-01-11,Basic,9.99,Direct Debit,10.02048142,Drama,Mobile,0.35806258,1096,4,0,,
305,22,Male,North,2020-07-29,Standard,14.99,Credit Card,38.06972405,Documentary,Tablet,0.960621321,1052,5,0,,
306,54,Male,North,2020-05-28,Standard,14.99,Credit Card,8.488642746,Comedy,PC,0.303666809,1050,5,0,,
307,49,Female,West,2021-03-31,Basic,9.99,Direct Debit,0.717003605,Comedy,Mobile,1.961358637,1075,3,0,,
308,26,Male,West,2020-01-02,Standard,14.99,Direct Debit,27.42257001,Drama,Mobile,2.610317495,1055,3,1,53:37.7,Dissatisfied with content
309,58,Male,East,2022-04-06,Standard,14.99,Credit Card,32.39363102,Documentary,TV,5.373930105,1026,1,0,,
310,52,Female,South,2020-03-08,Premium,19.99,Credit Card,3.501208337,Documentary,Mobile,0.653877048,1037,3,1,53:37.7,Personal reasons
311,36,Male,South,2023-06-01,Premium,19.99,Credit Card,15.4152782,Action,PC,5.999930675,1061,3,0,,
312,65,Other,East,2021-10-08,Premium,19.99,Direct Debit,4.262761444,Comedy,Tablet,0.130704738,1017,1,0,,
313,33,Other,East,2023-04-20,Basic,9.99,PayPal,25.40470379,Drama,Tablet,1.847707838,1063,1,0,,
314,20,Male,Central,2021-08-07,Standard,14.99,Credit Card,6.336738295,Sci-Fi,Mobile,0.117659496,1076,3,0,,
315,37,Female,North,2020-02-01,Standard,14.99,Credit Card,7.60223835,Comedy,TV,4.484376293,1029,5,0,,
316,41,Other,West,2023-07-12,Premium,19.99,Direct Debit,37.28284277,Action,Mobile,1.50923281,1048,3,0,,
317,50,Female,East,2023-12-20,Standard,14.99,Credit Card,12.9375792,Documentary,Tablet,2.213379754,1040,4,1,53:37.7,Dissatisfied with content
318,41,Female,East,2023-05-14,Premium,19.99,Credit Card,22.15837628,Drama,PC,3.56251671,1012,4,0,,
319,69,Other,West,2022-01-22,Standard,14.99,Credit Card,10.29577101,Comedy,PC,0.325768869,1033,4,0,,
320,28,Female,West,2020-03-06,Standard,14.99,Credit Card,7.076632862,Sci-Fi,TV,0.078711893,1099,2,0,,
321,66,Other,Central,2020-06-28,Basic,9.99,Credit Card,19.64209788,Action,Tablet,4.221965901,1093,4,0,,
322,25,Female,North,2019-11-22,Standard,14.99,Direct Debit,3.365002289,Action,Mobile,0.756477935,1024,5,0,,
323,53,Other,North,2020-10-11,Standard,14.99,Direct Debit,9.336169522,Comedy,TV,0.276178173,1065,2,1,53:37.7,Found better service
324,55,Male,West,2019-10-20,Standard,14.99,Direct Debit,4.690082716,Sci-Fi,PC,1.263958305,1099,2,1,53:37.7,Price increase
325,57,Other,East,2023-01-10,Standard,14.99,Direct Debit,23.80106708,Action,Mobile,1.824129725,1017,4,0,,
326,37,Other,South,2021-11-10,Standard,14.99,Credit Card,57.72279631,Drama,Mobile,0.062920661,1004,3,0,,
327,52,Other,North,2021-03-29,Basic,9.99,Direct Debit,108.1223639,Action,TV,0.64287943,1018,1,1,53:37.7,Found better service
328,65,Other,North,2021-12-23,Standard,14.99,Credit Card,11.96680838,Sci-Fi,Mobile,0.066699699,1041,3,1,53:37.7,Personal reasons
329,42,Female,Central,2023-12-20,Standard,14.99,PayPal,5.821232592,Documentary,PC,1.0906112,1017,3,0,,
330,52,Male,North,2021-08-15,Standard,14.99,Direct Debit,11.69767498,Documentary,Tablet,4.509496081,1031,2,0,,
331,42,Other,South,2023-02-27,Basic,9.99,Credit Card,37.58159518,Comedy,Mobile,8.108603546,1020,2,0,,
332,46,Female,South,2022-12-15,Basic,9.99,Credit Card,4.613579392,Sci-Fi,PC,2.026966909,1009,2,0,,
333,35,Male,South,2023-08-08,Basic,9.99,Credit Card,60.77097998,Action,Mobile,0.352609851,1036,5,0,,
334,63,Male,North,2021-04-10,Standard,14.99,Credit Card,8.366927393,Action,Tablet,4.72571909,1048,5,0,,
335,35,Male,East,2019-06-15,Basic,9.99,Credit Card,85.09542111,Documentary,Tablet,1.45236507,1085,1,0,,
336,19,Male,North,2024-01-24,Standard,14.99,Direct Debit,36.4784918,Documentary,Tablet,0.333879284,1012,2,0,,
337,52,Other,Central,2020-12-16,Premium,19.99,Direct Debit,33.06471725,Drama,PC,5.09509668,1054,4,0,,
338,33,Other,South,2019-06-18,Basic,9.99,Credit Card,7.651717128,Documentary,TV,2.833251902,1016,2,1,53:37.7,Found better service
339,58,Female,East,2019-09-23,Standard,14.99,Credit Card,0.176319171,Drama,PC,2.631338348,1008,5,0,,
340,53,Female,Central,2022-04-06,Standard,14.99,Credit Card,9.62963815,Action,Mobile,2.47010636,1087,2,1,53:37.7,Found better service
341,50,Female,West,2022-03-12,Premium,19.99,Direct Debit,7.185262083,Drama,Mobile,0.447136836,1043,5,0,,
342,21,Male,East,2023-11-24,Standard,14.99,Credit Card,0.762283912,Drama,Tablet,0.473994879,1077,2,1,53:37.7,Price increase
343,50,Male,South,2021-08-12,Standard,14.99,Credit Card,14.07871361,Comedy,TV,2.33138326,1045,4,0,,
344,31,Other,South,2022-12-04,Premium,19.99,Credit Card,10.31781229,Documentary,TV,0.496211948,1007,1,0,,
345,38,Male,West,2020-10-07,Standard,14.99,Credit Card,20.13287012,Drama,TV,1.154898668,1036,4,0,,
346,65,Male,Central,2022-12-07,Premium,19.99,Credit Card,19.4142162,Action,Mobile,3.046537181,1018,5,0,,
347,37,Male,West,2022-07-20,Basic,9.99,Direct Debit,2.573643631,Sci-Fi,Tablet,3.064514144,1062,3,1,53:37.7,Personal reasons
348,25,Female,East,2022-09-02,Premium,19.99,Credit Card,75.41528379,Drama,Tablet,1.207570303,1091,4,0,,
349,24,Female,West,2023-11-25,Standard,14.99,PayPal,4.138796607,Documentary,Mobile,3.142261563,1045,2,0,,
350,20,Other,East,2019-09-28,Standard,14.99,Credit Card,11.78562051,Comedy,Mobile,3.648009154,1093,1,0,,
351,34,Male,North,2024-03-04,Basic,9.99,PayPal,13.39320515,Action,TV,2.127122154,1070,2,0,,
352,50,Male,East,2021-04-18,Standard,14.99,PayPal,33.53965065,Comedy,Mobile,0.518645007,1025,2,0,,
353,65,Other,Central,2021-03-23,Basic,9.99,Credit Card,2.09009755,Sci-Fi,Mobile,0.640442981,1045,4,0,,
354,29,Male,North,2023-08-14,Premium,19.99,Credit Card,11.19486569,Drama,Mobile,0.756209155,1045,1,1,53:37.7,Personal reasons
355,68,Male,West,2019-09-02,Premium,19.99,Credit Card,19.80424513,Drama,TV,0.248416509,1074,3,1,53:37.7,Found better service
356,39,Female,South,2020-01-06,Basic,9.99,Direct Debit,4.845396499,Documentary,Tablet,0.638096772,1013,2,1,53:37.7,Dissatisfied with content
357,39,Other,East,2021-02-28,Premium,19.99,Credit Card,19.74864134,Drama,PC,0.470227884,1084,1,0,,
358,63,Other,North,2023-09-04,Standard,14.99,Direct Debit,51.45243204,Action,TV,1.215145754,1062,3,0,,
359,47,Other,East,2019-09-26,Standard,14.99,Credit Card,119.9748689,Sci-Fi,Mobile,4.781468005,1071,2,0,,
360,55,Other,West,2019-06-21,Standard,14.99,PayPal,0.659785775,Comedy,PC,0.220702155,1002,1,0,,
361,55,Female,South,2023-04-08,Basic,9.99,PayPal,5.372973335,Sci-Fi,Mobile,2.54784601,1027,4,0,,
362,62,Female,West,2020-03-18,Basic,9.99,PayPal,7.430177517,Drama,Mobile,2.32491333,1028,2,1,53:37.7,Personal reasons
363,68,Male,West,2023-01-17,Standard,14.99,Credit Card,10.18740368,Comedy,TV,0.201308103,1086,2,0,,
364,25,Male,Central,2020-02-17,Premium,19.99,Credit Card,5.548224179,Documentary,PC,5.116824072,1017,1,1,53:37.7,Personal reasons
365,44,Male,South,2021-09-03,Basic,9.99,PayPal,4.55026154,Sci-Fi,Mobile,1.680846698,1034,2,1,53:37.7,Dissatisfied with content
366,44,Male,South,2021-01-15,Premium,19.99,Credit Card,61.82454007,Comedy,Mobile,0.904250476,1076,3,1,53:37.7,Personal reasons
367,51,Female,North,2021-06-28,Standard,14.99,Credit Card,50.14834717,Comedy,Tablet,2.825593606,1075,2,1,53:37.7,Found better service
368,38,Other,Central,2022-10-27,Standard,14.99,Credit Card,0.962650131,Comedy,Mobile,0.595102448,1046,5,0,,
369,47,Female,Central,2021-07-24,Standard,14.99,Credit Card,8.274372143,Action,Mobile,2.365139238,1004,3,0,,
370,50,Male,East,2020-02-10,Premium,19.99,Credit Card,10.38887149,Sci-Fi,Mobile,0.081042429,1074,1,0,,
371,45,Female,Central,2019-12-14,Standard,14.99,Credit Card,5.462820415,Comedy,Mobile,3.657777052,1058,3,0,,
372,64,Other,East,2020-02-05,Standard,14.99,Credit Card,19.82421359,Sci-Fi,TV,1.189033572,1074,5,0,,
373,50,Other,West,2021-12-06,Standard,14.99,PayPal,20.45418874,Comedy,Mobile,2.025013673,1058,5,0,,
374,22,Female,North,2023-12-12,Basic,9.99,PayPal,38.00974339,Documentary,Mobile,0.500099137,1046,2,0,,
375,65,Female,West,2022-07-11,Basic,9.99,Direct Debit,27.00845179,Documentary,Tablet,2.260662389,1094,2,1,53:37.7,Personal reasons
376,36,Female,North,2020-09-17,Standard,14.99,Direct Debit,15.64277369,Documentary,TV,2.958928095,1094,4,1,53:37.7,Found better service
377,21,Male,Central,2022-08-26,Standard,14.99,Credit Card,21.20245821,Drama,Mobile,1.281918683,1012,3,0,,
378,52,Female,West,2019-07-01,Standard,14.99,Credit Card,6.403796237,Comedy,Mobile,1.923240135,1077,4,0,,
379,66,Female,West,2022-02-07,Standard,14.99,Credit Card,17.98160324,Drama,Mobile,1.218810673,1088,5,0,,
380,34,Female,North,2021-12-25,Standard,14.99,Credit Card,13.43661026,Sci-Fi,PC,4.490357061,1032,2,0,,
381,61,Other,South,2022-10-03,Standard,14.99,Direct Debit,2.862273813,Drama,Tablet,1.377789193,1096,2,1,53:37.7,Price increase
382,45,Other,South,2021-07-19,Standard,14.99,Credit Card,5.555803885,Sci-Fi,TV,3.687900552,1061,2,0,,
383,47,Male,South,2022-06-12,Premium,19.99,Credit Card,6.897565996,Sci-Fi,TV,3.232442316,1078,1,0,,
384,46,Male,North,2019-06-17,Standard,14.99,Credit Card,51.62207015,Sci-Fi,PC,1.056977475,1015,5,0,,
385,63,Other,Central,2020-12-02,Standard,14.99,Credit Card,5.237340386,Drama,PC,0.522949,1043,2,1,53:37.7,Price increase
386,70,Other,East,2021-04-07,Basic,9.99,PayPal,6.828518999,Comedy,Tablet,1.042028479,1057,5,0,,
387,23,Other,South,2019-12-09,Standard,14.99,Credit Card,9.220215888,Drama,Mobile,3.499900094,1005,2,1,53:37.7,Dissatisfied with content
388,52,Female,South,2020-05-27,Standard,14.99,Direct Debit,21.79757506,Comedy,TV,0.516589705,1088,3,0,,
389,58,Female,East,2020-12-14,Standard,14.99,Credit Card,2.516670915,Comedy,Mobile,1.486509076,1014,5,0,,
390,54,Other,West,2023-03-27,Standard,14.99,Credit Card,61.55847117,Sci-Fi,Mobile,3.28079189,1003,4,0,,
391,41,Female,East,2023-04-04,Premium,19.99,Direct Debit,40.13441475,Drama,PC,0.87229448,1055,1,0,,
392,46,Female,Central,2022-05-23,Basic,9.99,Credit Card,17.21788083,Comedy,Mobile,2.055616085,1063,4,0,,
393,66,Male,East,2022-06-03,Standard,14.99,Direct Debit,22.41948124,Documentary,Tablet,0.563748803,1067,5,0,,
394,63,Other,Central,2022-04-07,Standard,14.99,Direct Debit,0.336016358,Comedy,Tablet,0.231449064,1093,2,0,,
395,70,Other,Central,2022-12-25,Basic,9.99,PayPal,8.27835791,Documentary,Tablet,3.163492044,1033,5,0,,
396,48,Female,South,2019-06-25,Basic,9.99,PayPal,31.75942269,Drama,TV,0.208430396,1090,1,0,,
397,52,Other,Central,2020-04-09,Standard,14.99,Credit Card,1.612988933,Drama,Mobile,0.633209719,1094,5,0,,
398,50,Male,North,2019-08-27,Basic,9.99,Direct Debit,6.63445801,Drama,Tablet,3.863552912,1055,2,1,53:37.7,Dissatisfied with content
399,69,Male,Central,2021-09-06,Basic,9.99,Credit Card,17.60384527,Comedy,Tablet,0.850731499,1031,4,0,,
400,38,Male,South,2019-07-18,Basic,9.99,PayPal,5.925390861,Action,PC,7.227198873,1008,3,1,53:37.7,Personal reasons
401,49,Other,Central,2024-02-15,Standard,14.99,Direct Debit,54.35533735,Comedy,PC,7.797654386,1062,4,0,,
402,40,Other,Central,2022-09-11,Standard,14.99,Direct Debit,2.809592505,Comedy,Mobile,0.624703827,1071,2,0,,
403,50,Other,Central,2019-08-31,Standard,14.99,Direct Debit,31.92987678,Sci-Fi,PC,0.083682991,1077,2,0,,
404,20,Other,West,2019-06-28,Premium,19.99,Credit Card,14.18344566,Sci-Fi,Mobile,2.441988937,1032,1,0,,
405,35,Other,South,2022-03-27,Standard,14.99,Direct Debit,27.75236681,Comedy,TV,1.199264505,1086,5,0,,
406,42,Male,North,2021-11-16,Standard,14.99,PayPal,7.442018537,Documentary,Mobile,0.212394718,1020,5,0,,
407,59,Female,East,2023-05-08,Premium,19.99,Direct Debit,14.4510915,Sci-Fi,PC,2.458737258,1054,4,0,,
408,48,Male,North,2023-11-26,Standard,14.99,PayPal,38.87519821,Comedy,Mobile,0.063342376,1075,3,0,,
409,20,Other,West,2021-05-31,Standard,14.99,Credit Card,12.58010348,Action,Mobile,4.083469956,1056,3,0,,
410,57,Male,South,2022-12-13,Standard,14.99,Credit Card,8.916989653,Documentary,Tablet,0.298514579,1001,1,0,,
411,63,Other,Central,2020-08-23,Basic,9.99,Credit Card,15.36411334,Drama,TV,0.272354073,1012,2,0,,
412,41,Other,West,2024-01-12,Standard,14.99,PayPal,25.27182033,Comedy,Tablet,0.386374263,1003,1,0,,
413,67,Male,Central,2021-10-09,Standard,14.99,Credit Card,11.72403886,Comedy,TV,6.451114114,1083,5,0,,
414,49,Other,North,2023-06-05,Standard,14.99,Credit Card,55.8973329,Documentary,Tablet,2.362918691,1049,2,0,,
415,64,Female,Central,2021-12-08,Basic,9.99,Credit Card,6.989612676,Sci-Fi,Tablet,3.232638423,1047,1,0,,
416,39,Other,Central,2022-05-01,Premium,19.99,Direct Debit,12.90480932,Sci-Fi,Mobile,1.013783363,1077,4,0,,
417,40,Female,East,2022-01-18,Standard,14.99,Credit Card,28.28792364,Sci-Fi,TV,0.819888431,1029,5,0,,
418,19,Female,West,2023-12-12,Standard,14.99,Credit Card,23.36703602,Drama,Mobile,0.534410343,1028,3,0,,
419,44,Other,West,2019-12-21,Premium,19.99,Credit Card,39.84929099,Documentary,TV,1.310346906,1007,1,0,,
420,59,Male,North,2020-08-29,Standard,14.99,Credit Card,114.9495511,Documentary,TV,1.605159657,1011,5,0,,
421,19,Female,East,2023-02-19,Premium,19.99,Credit Card,11.13244696,Sci-Fi,TV,1.99812138,1040,5,0,,
422,43,Male,South,2022-01-21,Standard,14.99,Credit Card,2.356555528,Sci-Fi,Tablet,0.594437482,1025,3,0,,
423,34,Female,North,2021-07-05,Basic,9.99,Credit Card,0.61776085,Action,PC,5.938339636,1049,3,0,,
424,57,Other,South,2021-10-07,Standard,14.99,Direct Debit,25.95665384,Action,PC,0.372077309,1001,3,0,,
425,50,Other,North,2020-03-11,Standard,14.99,Direct Debit,41.43163761,Comedy,Mobile,6.742491377,1054,1,0,,
426,26,Female,North,2019-08-17,Standard,14.99,Credit Card,4.987506972,Comedy,PC,0.02993516,1055,3,0,,
427,60,Other,North,2023-07-25,Premium,19.99,Direct Debit,3.450150341,Documentary,Mobile,1.312187212,1013,4,0,,
428,65,Female,Central,2022-05-18,Standard,14.99,Credit Card,1.284480031,Documentary,Tablet,0.811033733,1005,5,0,,
429,56,Other,East,2021-03-26,Standard,14.99,PayPal,34.5985709,Drama,Mobile,1.192488953,1094,3,1,53:37.7,Personal reasons
430,46,Male,Central,2023-01-13,Premium,19.99,PayPal,7.461370023,Drama,Mobile,1.691033597,1080,5,0,,
431,59,Other,East,2024-04-15,Standard,14.99,Credit Card,10.2731557,Action,Mobile,1.143945699,1088,2,1,53:37.7,Dissatisfied with content
432,43,Male,South,2020-08-03,Standard,14.99,Credit Card,13.97325493,Comedy,Tablet,1.071763343,1060,2,0,,
433,52,Other,East,2019-07-23,Premium,19.99,Credit Card,36.58340006,Action,PC,2.638942519,1095,3,0,,
434,67,Male,East,2022-06-24,Basic,9.99,Credit Card,21.04411191,Action,Mobile,2.315936685,1011,5,0,,
435,42,Other,North,2019-12-30,Standard,14.99,PayPal,19.09359657,Comedy,Tablet,3.582774461,1012,2,1,53:37.7,Found better service
436,41,Male,West,2021-11-13,Premium,19.99,Credit Card,3.863737826,Drama,Mobile,0.575254765,1018,3,0,,
437,30,Female,South,2023-06-22,Standard,14.99,Credit Card,14.39762307,Comedy,Tablet,1.880800641,1043,5,0,,
438,24,Female,West,2024-01-02,Standard,14.99,Credit Card,25.13207791,Sci-Fi,PC,1.759892463,1088,3,1,53:37.7,Dissatisfied with content
